,time,n,max_iter,library,version,np_version
107,1.2389999999307122e-06,2782,100,torch,1.4.0,1.19.0
108,1.162999999859693e-06,2782,100,torch,1.4.0,1.19.0
109,4.486999999997465e-06,2782,100,torch,1.4.0,1.19.0
110,3.794000000167941e-06,2782,100,torch,1.4.0,1.19.0
111,2.9420000000612845e-06,2782,100,torch,1.4.0,1.19.0
112,2.172999999938696e-06,2782,100,torch,1.4.0,1.19.0
113,2.797999999915035e-06,2782,100,torch,1.4.0,1.19.0
114,1.3420000000152754e-06,2782,100,torch,1.4.0,1.19.0
115,1.1980000000910707e-06,2782,100,torch,1.4.0,1.19.0
116,6.329999999721281e-07,2782,100,torch,1.4.0,1.19.0
117,6.099999998454564e-07,2782,100,torch,1.4.0,1.19.0
118,6.059999999585841e-07,2782,100,torch,1.4.0,1.19.0
119,5.83000000053957e-07,2782,100,torch,1.4.0,1.19.0
120,5.839999999146528e-07,2782,100,torch,1.4.0,1.19.0
121,6.020000000717118e-07,2782,100,torch,1.4.0,1.19.0
122,6.030000001544522e-07,2782,100,torch,1.4.0,1.19.0
123,5.860000000801335e-07,2782,100,torch,1.4.0,1.19.0
124,5.849999999973932e-07,2782,100,torch,1.4.0,1.19.0
125,5.8900000010631e-07,2782,100,torch,1.4.0,1.19.0
126,6.120000000109371e-07,2782,100,torch,1.4.0,1.19.0
127,6.089999999847606e-07,2782,100,torch,1.4.0,1.19.0
128,6.139999999543733e-07,2782,100,torch,1.4.0,1.19.0
129,5.869999999408293e-07,2782,100,torch,1.4.0,1.19.0
130,5.910000000497462e-07,2782,100,torch,1.4.0,1.19.0
131,6.139999999543733e-07,2782,100,torch,1.4.0,1.19.0
132,5.960000000193588e-07,2782,100,torch,1.4.0,1.19.0
133,6.159999998978094e-07,2782,100,torch,1.4.0,1.19.0
134,5.939999998538781e-07,2782,100,torch,1.4.0,1.19.0
135,5.960000000193588e-07,2782,100,torch,1.4.0,1.19.0
136,7.749999999528967e-07,2782,100,torch,1.4.0,1.19.0
137,5.999999999062311e-07,2782,100,torch,1.4.0,1.19.0
138,6.420000000506576e-07,2782,100,torch,1.4.0,1.19.0
139,6.04000000015148e-07,2782,100,torch,1.4.0,1.19.0
140,6.340000000548685e-07,2782,100,torch,1.4.0,1.19.0
141,6.070000000413245e-07,2782,100,torch,1.4.0,1.19.0
142,6.109999999281968e-07,2782,100,torch,1.4.0,1.19.0
143,6.130000000936775e-07,2782,100,torch,1.4.0,1.19.0
144,6.059999999585841e-07,2782,100,torch,1.4.0,1.19.0
145,6.120000000109371e-07,2782,100,torch,1.4.0,1.19.0
146,6.10000000067501e-07,2782,100,torch,1.4.0,1.19.0
147,6.049999998758437e-07,2782,100,torch,1.4.0,1.19.0
148,6.420000000506576e-07,2782,100,torch,1.4.0,1.19.0
149,6.089999999847606e-07,2782,100,torch,1.4.0,1.19.0
150,6.090000002068052e-07,2782,100,torch,1.4.0,1.19.0
151,6.180000000632901e-07,2782,100,torch,1.4.0,1.19.0
152,6.110000001502414e-07,2782,100,torch,1.4.0,1.19.0
153,6.399999998851769e-07,2782,100,torch,1.4.0,1.19.0
154,6.180000000632901e-07,2782,100,torch,1.4.0,1.19.0
155,6.130000000936775e-07,2782,100,torch,1.4.0,1.19.0
156,6.420000000506576e-07,2782,100,torch,1.4.0,1.19.0
157,6.169999999805498e-07,2782,100,torch,1.4.0,1.19.0
158,6.079999999020202e-07,2782,100,torch,1.4.0,1.19.0
159,6.759999999772504e-07,2782,100,torch,1.4.0,1.19.0
160,6.000000001282757e-07,2782,100,torch,1.4.0,1.19.0
161,6.339999998328238e-07,2782,100,torch,1.4.0,1.19.0
162,6.169999999805498e-07,2782,100,torch,1.4.0,1.19.0
163,6.509999999071425e-07,2782,100,torch,1.4.0,1.19.0
164,6.790000000034269e-07,2782,100,torch,1.4.0,1.19.0
165,6.43000000133398e-07,2782,100,torch,1.4.0,1.19.0
166,6.339999998328238e-07,2782,100,torch,1.4.0,1.19.0
167,6.10000000067501e-07,2782,100,torch,1.4.0,1.19.0
168,6.019999998496672e-07,2782,100,torch,1.4.0,1.19.0
169,6.140000001764179e-07,2782,100,torch,1.4.0,1.19.0
170,6.050000000978883e-07,2782,100,torch,1.4.0,1.19.0
171,6.10000000067501e-07,2782,100,torch,1.4.0,1.19.0
172,6.120000000109371e-07,2782,100,torch,1.4.0,1.19.0
173,6.089999999847606e-07,2782,100,torch,1.4.0,1.19.0
174,6.089999999847606e-07,2782,100,torch,1.4.0,1.19.0
175,6.150000000371136e-07,2782,100,torch,1.4.0,1.19.0
176,6.090000002068052e-07,2782,100,torch,1.4.0,1.19.0
177,6.159999998978094e-07,2782,100,torch,1.4.0,1.19.0
178,6.139999999543733e-07,2782,100,torch,1.4.0,1.19.0
179,6.139999999543733e-07,2782,100,torch,1.4.0,1.19.0
180,6.129999998716329e-07,2782,100,torch,1.4.0,1.19.0
181,1.0239999999051008e-06,2782,100,torch,1.4.0,1.19.0
182,7.769999998963328e-07,2782,100,torch,1.4.0,1.19.0
183,5.929999999931823e-07,2782,100,torch,1.4.0,1.19.0
184,6.289999998632112e-07,2782,100,torch,1.4.0,1.19.0
185,6.050000000978883e-07,2782,100,torch,1.4.0,1.19.0
186,6.109999999281968e-07,2782,100,torch,1.4.0,1.19.0
187,6.350000001376088e-07,2782,100,torch,1.4.0,1.19.0
188,6.059999999585841e-07,2782,100,torch,1.4.0,1.19.0
189,6.180000000632901e-07,2782,100,torch,1.4.0,1.19.0
190,6.130000000936775e-07,2782,100,torch,1.4.0,1.19.0
191,6.169999999805498e-07,2782,100,torch,1.4.0,1.19.0
192,6.180000000632901e-07,2782,100,torch,1.4.0,1.19.0
193,6.159999998978094e-07,2782,100,torch,1.4.0,1.19.0
194,6.189999999239859e-07,2782,100,torch,1.4.0,1.19.0
195,6.169999999805498e-07,2782,100,torch,1.4.0,1.19.0
196,6.210000000894667e-07,2782,100,torch,1.4.0,1.19.0
197,6.150000000371136e-07,2782,100,torch,1.4.0,1.19.0
198,6.589999999029317e-07,2782,100,torch,1.4.0,1.19.0
199,6.550000000160594e-07,2782,100,torch,1.4.0,1.19.0
200,2.050000000197727e-06,7742,100,torch,1.4.0,1.19.0
201,7.509999999655292e-07,7742,100,torch,1.4.0,1.19.0
202,6.000000001282757e-07,7742,100,torch,1.4.0,1.19.0
203,6.570000001815401e-07,7742,100,torch,1.4.0,1.19.0
204,6.009999999889715e-07,7742,100,torch,1.4.0,1.19.0
205,7.500000001048335e-07,7742,100,torch,1.4.0,1.19.0
206,6.260000000590793e-07,7742,100,torch,1.4.0,1.19.0
207,6.659999998159805e-07,7742,100,torch,1.4.0,1.19.0
208,6.53999999933319e-07,7742,100,torch,1.4.0,1.19.0
209,6.310000000286919e-07,7742,100,torch,1.4.0,1.19.0
210,6.299999999459516e-07,7742,100,torch,1.4.0,1.19.0
211,6.249999999763389e-07,7742,100,torch,1.4.0,1.19.0
212,6.14999999815069e-07,7742,100,torch,1.4.0,1.19.0
213,6.449999998547895e-07,7742,100,torch,1.4.0,1.19.0
214,6.230000000329028e-07,7742,100,torch,1.4.0,1.19.0
215,6.200000000067263e-07,7742,100,torch,1.4.0,1.19.0
216,6.230000000329028e-07,7742,100,torch,1.4.0,1.19.0
217,6.189999999239859e-07,7742,100,torch,1.4.0,1.19.0
218,6.059999999585841e-07,7742,100,torch,1.4.0,1.19.0
219,6.480000001030106e-07,7742,100,torch,1.4.0,1.19.0
220,6.459999999375299e-07,7742,100,torch,1.4.0,1.19.0
221,6.249999999763389e-07,7742,100,torch,1.4.0,1.19.0
222,6.22000000172207e-07,7742,100,torch,1.4.0,1.19.0
223,6.500000000464468e-07,7742,100,torch,1.4.0,1.19.0
224,6.470000000202702e-07,7742,100,torch,1.4.0,1.19.0
225,6.310000000286919e-07,7742,100,torch,1.4.0,1.19.0
226,6.580000000422359e-07,7742,100,torch,1.4.0,1.19.0
227,6.380000001637853e-07,7742,100,torch,1.4.0,1.19.0
228,1.133000000042017e-06,7742,100,torch,1.4.0,1.19.0
229,9.96000000030861e-07,7742,100,torch,1.4.0,1.19.0
230,9.350000000907244e-07,7742,100,torch,1.4.0,1.19.0
231,8.310000001454654e-07,7742,100,torch,1.4.0,1.19.0
232,8.069999999360533e-07,7742,100,torch,1.4.0,1.19.0
233,8.279999998972443e-07,7742,100,torch,1.4.0,1.19.0
234,8.830000000070726e-07,7742,100,torch,1.4.0,1.19.0
235,9.380000001169009e-07,7742,100,torch,1.4.0,1.19.0
236,9.119999999640527e-07,7742,100,torch,1.4.0,1.19.0
237,9.890000001178123e-07,7742,100,torch,1.4.0,1.19.0
238,9.800000000392828e-07,7742,100,torch,1.4.0,1.19.0
239,9.67000000073881e-07,7742,100,torch,1.4.0,1.19.0
240,1.002000000083214e-06,7742,100,torch,1.4.0,1.19.0
241,1.0179999998527478e-06,7742,100,torch,1.4.0,1.19.0
242,9.870000001743762e-07,7742,100,torch,1.4.0,1.19.0
243,9.469999999733858e-07,7742,100,torch,1.4.0,1.19.0
244,1.282000000157879e-06,7742,100,torch,1.4.0,1.19.0
245,1.0630000000233508e-06,7742,100,torch,1.4.0,1.19.0
246,1.0610000000799147e-06,7742,100,torch,1.4.0,1.19.0
247,9.850000000088954e-07,7742,100,torch,1.4.0,1.19.0
248,1.0470000000317725e-06,7742,100,torch,1.4.0,1.19.0
249,9.190000000991461e-07,7742,100,torch,1.4.0,1.19.0
250,9.089999999378762e-07,7742,100,torch,1.4.0,1.19.0
251,1.2650000000835604e-06,7742,100,torch,1.4.0,1.19.0
252,1.0320000001229346e-06,7742,100,torch,1.4.0,1.19.0
253,1.015000000048616e-06,7742,100,torch,1.4.0,1.19.0
254,9.889999998957677e-07,7742,100,torch,1.4.0,1.19.0
255,9.770000000131063e-07,7742,100,torch,1.4.0,1.19.0
256,9.640000000477045e-07,7742,100,torch,1.4.0,1.19.0
257,9.739999999869298e-07,7742,100,torch,1.4.0,1.19.0
258,9.81999999982719e-07,7742,100,torch,1.4.0,1.19.0
259,1.0139999999658755e-06,7742,100,torch,1.4.0,1.19.0
260,9.720000000434936e-07,7742,100,torch,1.4.0,1.19.0
261,1.0480000001145129e-06,7742,100,torch,1.4.0,1.19.0
262,1.0360000000098069e-06,7742,100,torch,1.4.0,1.19.0
263,9.789999999565424e-07,7742,100,torch,1.4.0,1.19.0
264,2.226999999965784e-06,7742,100,torch,1.4.0,1.19.0
265,1.010999999939699e-06,7742,100,torch,1.4.0,1.19.0
266,1.0059999999700864e-06,7742,100,torch,1.4.0,1.19.0
267,1.0339999998443261e-06,7742,100,torch,1.4.0,1.19.0
268,1.0280000000140177e-06,7742,100,torch,1.4.0,1.19.0
269,8.449999999715629e-07,7742,100,torch,1.4.0,1.19.0
270,8.959999999724744e-07,7742,100,torch,1.4.0,1.19.0
271,1.0209999998789243e-06,7742,100,torch,1.4.0,1.19.0
272,9.900000002005527e-07,7742,100,torch,1.4.0,1.19.0
273,1.002000000083214e-06,7742,100,torch,1.4.0,1.19.0
274,8.719999999851069e-07,7742,100,torch,1.4.0,1.19.0
275,5.97999999962795e-07,7742,100,torch,1.4.0,1.19.0
276,6.329999999721281e-07,7742,100,torch,1.4.0,1.19.0
277,6.249999999763389e-07,7742,100,torch,1.4.0,1.19.0
278,6.180000000632901e-07,7742,100,torch,1.4.0,1.19.0
279,6.150000000371136e-07,7742,100,torch,1.4.0,1.19.0
280,6.47999999880966e-07,7742,100,torch,1.4.0,1.19.0
281,6.210000000894667e-07,7742,100,torch,1.4.0,1.19.0
282,6.180000000632901e-07,7742,100,torch,1.4.0,1.19.0
283,6.219999999501624e-07,7742,100,torch,1.4.0,1.19.0
284,6.029999999324076e-07,7742,100,torch,1.4.0,1.19.0
285,6.089999999847606e-07,7742,100,torch,1.4.0,1.19.0
286,6.139999999543733e-07,7742,100,torch,1.4.0,1.19.0
287,6.110000001502414e-07,7742,100,torch,1.4.0,1.19.0
288,6.630000000118486e-07,7742,100,torch,1.4.0,1.19.0
289,7.26000000117466e-07,7742,100,torch,1.4.0,1.19.0
290,6.169999999805498e-07,7742,100,torch,1.4.0,1.19.0
291,6.130000000936775e-07,7742,100,torch,1.4.0,1.19.0
292,6.070000000413245e-07,7742,100,torch,1.4.0,1.19.0
293,6.359999999983046e-07,7742,100,torch,1.4.0,1.19.0
294,6.180000000632901e-07,7742,100,torch,1.4.0,1.19.0
295,6.139999999543733e-07,7742,100,torch,1.4.0,1.19.0
296,6.190000001460305e-07,7742,100,torch,1.4.0,1.19.0
297,6.500000000464468e-07,7742,100,torch,1.4.0,1.19.0
298,6.020000000717118e-07,7742,100,torch,1.4.0,1.19.0
299,6.080000001240649e-07,7742,100,torch,1.4.0,1.19.0
300,3.6509999998823872e-06,21544,100,torch,1.4.0,1.19.0
301,8.419999999453864e-07,21544,100,torch,1.4.0,1.19.0
302,6.120000000109371e-07,21544,100,torch,1.4.0,1.19.0
303,6.030000001544522e-07,21544,100,torch,1.4.0,1.19.0
304,2.743999999887947e-06,21544,100,torch,1.4.0,1.19.0
305,1.056000000110302e-06,21544,100,torch,1.4.0,1.19.0
306,6.830000001123437e-07,21544,100,torch,1.4.0,1.19.0
307,6.379999999417407e-07,21544,100,torch,1.4.0,1.19.0
308,6.10000000067501e-07,21544,100,torch,1.4.0,1.19.0
309,6.070000000413245e-07,21544,100,torch,1.4.0,1.19.0
310,6.180000000632901e-07,21544,100,torch,1.4.0,1.19.0
311,6.120000000109371e-07,21544,100,torch,1.4.0,1.19.0
312,6.20999999867422e-07,21544,100,torch,1.4.0,1.19.0
313,6.070000000413245e-07,21544,100,torch,1.4.0,1.19.0
314,6.14999999815069e-07,21544,100,torch,1.4.0,1.19.0
315,6.210000000894667e-07,21544,100,torch,1.4.0,1.19.0
316,6.169999999805498e-07,21544,100,torch,1.4.0,1.19.0
317,6.130000000936775e-07,21544,100,torch,1.4.0,1.19.0
318,6.140000001764179e-07,21544,100,torch,1.4.0,1.19.0
319,6.139999999543733e-07,21544,100,torch,1.4.0,1.19.0
320,1.147999999950855e-06,21544,100,torch,1.4.0,1.19.0
321,9.34000000007984e-07,21544,100,torch,1.4.0,1.19.0
322,9.529999998036942e-07,21544,100,torch,1.4.0,1.19.0
323,9.149999999902292e-07,21544,100,torch,1.4.0,1.19.0
324,9.780000000958466e-07,21544,100,torch,1.4.0,1.19.0
325,9.459999998906454e-07,21544,100,torch,1.4.0,1.19.0
326,1.002000000083214e-06,21544,100,torch,1.4.0,1.19.0
327,9.56999999912611e-07,21544,100,torch,1.4.0,1.19.0
328,9.359999999514201e-07,21544,100,torch,1.4.0,1.19.0
329,9.970000001136015e-07,21544,100,torch,1.4.0,1.19.0
330,9.830000000654593e-07,21544,100,torch,1.4.0,1.19.0
331,1.037999999953243e-06,21544,100,torch,1.4.0,1.19.0
332,1.0310000000401942e-06,21544,100,torch,1.4.0,1.19.0
333,1.0299999999574538e-06,21544,100,torch,1.4.0,1.19.0
334,9.409999999210328e-07,21544,100,torch,1.4.0,1.19.0
335,9.189999998771015e-07,21544,100,torch,1.4.0,1.19.0
336,1.0130000001051798e-06,21544,100,torch,1.4.0,1.19.0
337,9.299999998990671e-07,21544,100,torch,1.4.0,1.19.0
338,8.189999998187147e-07,21544,100,torch,1.4.0,1.19.0
339,6.310000000286919e-07,21544,100,torch,1.4.0,1.19.0
340,6.150000000371136e-07,21544,100,torch,1.4.0,1.19.0
341,6.150000000371136e-07,21544,100,torch,1.4.0,1.19.0
342,6.200000000067263e-07,21544,100,torch,1.4.0,1.19.0
343,7.520000000482696e-07,21544,100,torch,1.4.0,1.19.0
344,2.0119999999401728e-06,21544,100,torch,1.4.0,1.19.0
345,7.500000001048335e-07,21544,100,torch,1.4.0,1.19.0
346,6.04000000015148e-07,21544,100,torch,1.4.0,1.19.0
347,6.280000000025154e-07,21544,100,torch,1.4.0,1.19.0
348,9.89999999978508e-07,21544,100,torch,1.4.0,1.19.0
349,1.062000000162655e-06,21544,100,torch,1.4.0,1.19.0
350,9.349999998686798e-07,21544,100,torch,1.4.0,1.19.0
351,1.0950000000065074e-06,21544,100,torch,1.4.0,1.19.0
352,9.999999999177334e-07,21544,100,torch,1.4.0,1.19.0
353,1.0659999998274827e-06,21544,100,torch,1.4.0,1.19.0
354,6.390000000244811e-07,21544,100,torch,1.4.0,1.19.0
355,6.429999999113534e-07,21544,100,torch,1.4.0,1.19.0
356,6.14999999815069e-07,21544,100,torch,1.4.0,1.19.0
357,6.459999999375299e-07,21544,100,torch,1.4.0,1.19.0
358,6.280000000025154e-07,21544,100,torch,1.4.0,1.19.0
359,6.530000000726233e-07,21544,100,torch,1.4.0,1.19.0
360,7.710000000660244e-07,21544,100,torch,1.4.0,1.19.0
361,1.0040000000266502e-06,21544,100,torch,1.4.0,1.19.0
362,1.0139999999658755e-06,21544,100,torch,1.4.0,1.19.0
363,6.079999999020202e-07,21544,100,torch,1.4.0,1.19.0
364,6.140000001764179e-07,21544,100,torch,1.4.0,1.19.0
365,6.159999998978094e-07,21544,100,torch,1.4.0,1.19.0
366,6.859999999164756e-07,21544,100,torch,1.4.0,1.19.0
367,1.7629999999879686e-06,21544,100,torch,1.4.0,1.19.0
368,8.910000000028617e-07,21544,100,torch,1.4.0,1.19.0
369,7.300000000043383e-07,21544,100,torch,1.4.0,1.19.0
370,6.169999999805498e-07,21544,100,torch,1.4.0,1.19.0
371,6.089999999847606e-07,21544,100,torch,1.4.0,1.19.0
372,6.130000000936775e-07,21544,100,torch,1.4.0,1.19.0
373,6.410000001899618e-07,21544,100,torch,1.4.0,1.19.0
374,6.290000000852558e-07,21544,100,torch,1.4.0,1.19.0
375,5.940000000759227e-07,21544,100,torch,1.4.0,1.19.0
376,5.949999999366185e-07,21544,100,torch,1.4.0,1.19.0
377,6.20999999867422e-07,21544,100,torch,1.4.0,1.19.0
378,5.939999998538781e-07,21544,100,torch,1.4.0,1.19.0
379,6.079999999020202e-07,21544,100,torch,1.4.0,1.19.0
380,5.940000000759227e-07,21544,100,torch,1.4.0,1.19.0
381,6.560000000987998e-07,21544,100,torch,1.4.0,1.19.0
382,5.929999999931823e-07,21544,100,torch,1.4.0,1.19.0
383,6.120000000109371e-07,21544,100,torch,1.4.0,1.19.0
384,5.969999998800546e-07,21544,100,torch,1.4.0,1.19.0
385,6.069999998192799e-07,21544,100,torch,1.4.0,1.19.0
386,5.960000000193588e-07,21544,100,torch,1.4.0,1.19.0
387,6.080000001240649e-07,21544,100,torch,1.4.0,1.19.0
388,5.939999998538781e-07,21544,100,torch,1.4.0,1.19.0
389,6.919999999688287e-07,21544,100,torch,1.4.0,1.19.0
390,6.120000000109371e-07,21544,100,torch,1.4.0,1.19.0
391,6.189999999239859e-07,21544,100,torch,1.4.0,1.19.0
392,6.189999999239859e-07,21544,100,torch,1.4.0,1.19.0
393,6.150000000371136e-07,21544,100,torch,1.4.0,1.19.0
394,6.169999999805498e-07,21544,100,torch,1.4.0,1.19.0
395,6.130000000936775e-07,21544,100,torch,1.4.0,1.19.0
396,6.159999998978094e-07,21544,100,torch,1.4.0,1.19.0
397,6.22000000172207e-07,21544,100,torch,1.4.0,1.19.0
398,6.179999998412455e-07,21544,100,torch,1.4.0,1.19.0
399,6.199999997846817e-07,21544,100,torch,1.4.0,1.19.0
400,5.801000000138501e-06,59948,100,torch,1.4.0,1.19.0
401,9.170000001557099e-07,59948,100,torch,1.4.0,1.19.0
402,6.050000000978883e-07,59948,100,torch,1.4.0,1.19.0
403,6.569999999594955e-07,59948,100,torch,1.4.0,1.19.0
404,6.249999999763389e-07,59948,100,torch,1.4.0,1.19.0
405,6.189999999239859e-07,59948,100,torch,1.4.0,1.19.0
406,6.020000000717118e-07,59948,100,torch,1.4.0,1.19.0
407,6.200000000067263e-07,59948,100,torch,1.4.0,1.19.0
408,6.049999998758437e-07,59948,100,torch,1.4.0,1.19.0
409,6.519999999898829e-07,59948,100,torch,1.4.0,1.19.0
410,6.480000001030106e-07,59948,100,torch,1.4.0,1.19.0
411,6.350000001376088e-07,59948,100,torch,1.4.0,1.19.0
412,8.17999999958019e-07,59948,100,torch,1.4.0,1.19.0
413,7.330000000305148e-07,59948,100,torch,1.4.0,1.19.0
414,6.470000000202702e-07,59948,100,torch,1.4.0,1.19.0
415,6.189999999239859e-07,59948,100,torch,1.4.0,1.19.0
416,6.089999999847606e-07,59948,100,torch,1.4.0,1.19.0
417,6.429999999113534e-07,59948,100,torch,1.4.0,1.19.0
418,6.47999999880966e-07,59948,100,torch,1.4.0,1.19.0
419,6.110000001502414e-07,59948,100,torch,1.4.0,1.19.0
